komplezema	k o m p l e z e m a
komplika	k o m p l i k a
kompliki	k o m p l i k i
komploto	k o m p l o t o
komponi	k o m p o n i
kompozitoj	k o m p o z i t o j
komprenado	k o m p r e n a d o
komprenebla	k o m p r e n e b l a
kompreni	k o m p r e n i
komprenigi	k o m p r e n i ɡ i
kompreno	k o m p r e n o
kompromiso	k o m p r o m i s o
komputero	k o m p u t e r o
komputiko	k o m p u t i k o
komputilego	k o m p u t i l e ɡ o
komputilludo	k o m p u t i l l u d o
komputilo	k o m p u t i l o
komuneco	k o m u n e t͡s o
komunikado	k o m u n i k a d o
komunikema	k o m u n i k e m a
komuniki	k o m u n i k i
komunisto	k o m u n i s t o
konatiĝi	k o n a t i d͡ʒ i
koncedi	k o n t͡s e d i
koncentrejo	k o n t͡s e n t r e j o
koncentri	k o n t͡s e n t r i
koncesio	k o n t͡s e s i o
koncipi	k o n t͡s i p i
kondamninda	k o n d a m n i n d a
kondensilo	k o n d e n s i l o
kondiĉo	k o n d i t͡ʃ o
kondoli	k o n d o l i
konduki	k o n d u k i
kondukpermesilo	k o n d u k p e r m e s i l o
konduktoro	k o n d u k t o r o
konekti	k o n e k t i
konferenco	k o n f e r e n t͡s o
konfidi	k o n f i d i
konfitaĵo	k o n f i t a ʒ o
konfuceo	k o n f u t͡s e o
konfuziĝi	k o n f u z i d͡ʒ i
kongo	k o n ɡ o
kongresa	k o n ɡ r e s a
kongreso	k o n ɡ r e s o
kongrui	k o n ɡ r u i
koni	k o n i
konigi	k o n i ɡ i
koniĝi	k o n i d͡ʒ i
konjako	k o n j a k o
konjugacii	k o n j u ɡ a t͡s i i
konjugacio	k o n j u ɡ a t͡s i o
konjugi	k o n j u ɡ i
konjunkcio	k o n j u n k t͡s i o
konkava	k o n k a v a
konkeri	k o n k e r i
konkurantaj	k o n k u r a n t a j
konkurantoj	k o n k u r a n t o j
konkurintaj	k o n k u r i n t a j
konkurintajn	k o n k u r i n t a j n
konkurintojn	k o n k u r i n t o j n
konkurontaj	k o n k u r o n t a j
konkurontajn	k o n k u r o n t a j n
konkurontoj	k o n k u r o n t o j
konkurontojn	e o
konkursa	k o n k u r s a
kono	k o n o
konsciiĝi	k o n s t͡s i i d͡ʒ i
konsentema	k o n s e n t e m a
konsenti	k o n s e n t i
konservatorio	k o n s e r v a t o r i o
konservaĵo	k o n s e r v a ʒ o
konsiderinda	k o n s i d e r i n d a
konsileto	k o n s i l e t o
konsilo	k o n s i l o
konsistigi	k o n s i s t i ɡ i
konsistorio	k o n s i s t o r i o
konsoli	k o n s o l i
konsonanto	k o n s o n a n t o
konspiri	k o n s p i r i
konstati	k o n s t a t i
konstelacio	k o n s t e l a t͡s i o
konstitucia	k o n s t i t u t͡s i a
konstitucio	k o n s t i t u t͡s i o
konstruaĵo	k o n s t r u a ʒ o
konsulejo	k o n s u l e j o
konsulo	k o n s u l o
konsulti	k o n s u l t i
konsumi	k o n s u m i
kontakti	k o n t a k t i
kontaktilo	k o n t a k t i l o
kontaktingo	k o n t a k t i n ɡ o
kontentigi	k o n t e n t i ɡ i
kontentiĝi	k o n t e n t i d͡ʒ i
kontrakto	k o n t r a k t o
kontraŭagi	k o n t r a w a ɡ i
kontraŭdiri	k o n t r a w d i r i
kontraŭe	k o n t r a w e
kontraŭfaŝisto	k o n t r a w f a ʃ i s t o
kontraŭgramatika	k o n t r a w ɡ r a m a t i k a
kontraŭjuda	k o n t r a w j u d a
kontraŭjudismo	k o n t r a w j u d i s m o
kontraŭkoncipilo	k o n t r a w k o n t͡s i p i l o
kontraŭparoli	k o n t r a w p a r o l i
kontraŭparolo	k o n t r a w p a r o l o
kontraŭulo	k o n t r a w u l o
kontraŭveneno	k o n t r a w v e n e n o
kontribuo	k o n t r i b u o
kontrolo	k o n t r o l o
konuso	k o n u s o
konveksa	k o n v e k s a
konvena	k o n v e n a
konvencio	k o n v e n t͡s i o
konveni	k o n v e n i
konversacii	k o n v e r s a t͡s i i
konversacio	k o n v e r s a t͡s i o
konvertiĝi	k o n v e r t i d͡ʒ i
konvinkiĝi	k o n v i n k i d͡ʒ i
konvolvulo	k o n v o l v u l o
kooperativo	k o o p e r a t i v o
kopenhago	k o p e n h a ɡ o
kopii	k o p i i
kopirajto	k o p i r a j t o
koralo	k o r a l o
koramiko	k o r a m i k o
korana	k o r a n a
korbo	k o r b o
kordofrapado	k o r d o f r a p a d o
kordofrapi	k o r d o f r a p i
korega	k o r e ɡ a
korekte	k o r e k t e
korelacio	k o r e l a t͡s i o
korelativa	k o r e l a t i v a
korelativo	k o r e l a t i v o
koreo	k o r e o
korespondaĵo	k o r e s p o n d a ʒ o
korifeo	k o r i f e o
korinfarkto	k o r i n f a r k t o
korneca	k o r n e t͡s a
kornelio	k o r n e l i o
korneo	k o r n e o
kornico	k o r n i t͡s o
korniko	k o r n i k o
korno	k o r n o
korodaĵo	k o r o d a ʒ o
korodi	k o r o d i
korodimuna	k o r o d i m u n a
koronaria	k o r o n a r i a
korporacio	k o r p o r a t͡s i o
korpuso	k o r p u s o
korsaĵo	k o r s a ʒ o
kortbirdo	k o r t b i r d o
kortuŝi	k o r t u ʃ i
korupta	k o r u p t a
korupto	k o r u p t o
korusano	k o r u s a n o
koruso	k o r u s o
korvo	k o r v o
kosa	k o s a
kosmogonio	k o s m o ɡ o n i o
kosmografio	k o s m o ɡ r a f i o
kosmopolito	k o s m o p o l i t o
kosmostacio	k o s m o s t a t͡s i o
kosmoveturilo	k o s m o v e t u r i l o
koso	k o s o
kotino	k o t i n o
koto	k o t o
kotofluo	k o t o f l u o
kotonfabriko	k o t o n f a b r i k o
kotono	k o t o n o
kotoo	k o t o o
koturno	k o t u r n o
kovi	k o v i
kovrilo	k o v r i l o
koŝmaro	k o ʃ m a r o
krablejo	k r a b l e j o
krabli	k r a b l i
krado	k r a d o
krajonfajlilo	k r a j o n f a j l i l o
krajonpintigilo	k r a j o n p i n t i ɡ i l o
krakado	k r a k a d o
kraki	k r a k i
kraktinti	k r a k t i n t i
kralo	k r a l o
kramfo	k r a m f o
krania	k r a n i a
kranio	k r a n i o
krano	k r a n o
kravato	k r a v a t o
kraĉeti	k r a t͡ʃ e t i
kraĉi	k r a t͡ʃ i
kredebla	k r e d e b l a
kredi	k r e d i
kredigi	k r e d i ɡ i
kredinda	k r e d i n d a
kreema	k r e e m a
krema	k r e m a
kremacia	k r e m a t͡s i a
kremkolora	k r e m k o l o r a
kremujo	k r e m u j o
kreno	k r e n o
kreo	k r e o
kreolo	k r e o l o
krepuskiĝi	k r e p u s k i d͡ʒ i
krepusko	k r e p u s k o
kreskigi	k r e s k i ɡ i
kreskiĝi	k r e s k i d͡ʒ i
kreso	k r e s o
krestomatia	k r e s t o m a t i a
kreteno	k r e t e n o
kreto	k r e t o
kriaĉi	k r i a t͡ʃ i
kribaĝo	k r i b a d͡ʒ o
kribrilo	k r i b r i l o
kriegi	k r i e ɡ i
kriego	k r i e ɡ o
krii	k r i i
krimulo	k r i m u l o
kriptono	k r i p t o n o
krisolo	k r i s o l o
kristadelfiana	k r i s t a d e l f i a n a
kristaligi	k r i s t a l i ɡ i
kristalo	k r i s t a l o
kristalveno	k r i s t a l v e n o
kristana	k r i s t a n a
kristanismo	k r i s t a n i s m o
kristaniĝi	k r i s t a n i d͡ʒ i
kristano	k r i s t a n o
kriterio	k r i t e r i o
kritikaĉi	k r i t i k a t͡ʃ i
kritikema	k r i t i k e m a
kritiki	k r i t i k i
kritikistino	k r i t i k i s t i n o
kritiko	k r i t i k o
krizo	k r i z o
kroata	k r o a t a
kroatio	k r o a t i o
kroatujo	k r o a t u j o
krokizo	k r o k i z o
krokodili	k r o k o d i l i
krokodilo	k r o k o d i l o
krom	k r o m
kromatoforoj	k r o m a t o f o r o j
kromatoforojn	k r o m a t o f o r o j n
kromio	k r o m i o
kromo	k r o m o
kromvirino	k r o m v i r i n o
kronado	k r o n a d o
kroni	k r o n i
kronika	k r o n i k a
kronjuvelo	k r o n j u v e l o
krono	k r o n o
kronologio	k r o n o l o ɡ i o
kronometro	k r o n o m e t r o
kronviruso	k r o n v i r u s o
krozi	k r o z i
kruciĝo	k r u t͡s i d͡ʒ o
krucmilitisto	k r u t͡s m i l i t i s t o
krucmilito	k r u t͡s m i l i t o
kruco	k r u t͡s o
kruda	k r u d a
krudaĵo	k r u d a ʒ o
krudeco	k r u d e t͡s o
krudulo	k r u d u l o
kruelaĵo	k r u e l a ʒ o
kruelega	k r u e l e ɡ a
kruelo	k r u e l o
krunko	k r u n k o
krupo	k r u p o
kruro	k r u r o
krurvindaĵoj	k r u r v i n d a ʒ o j
kruĉo	k r u t͡ʃ o
ksenono	k s e n o n o
ksilofono	k s i l o f o n o
kuba	k u b a
kubano	k u b a n o
kubo	k u b o
kubuto	k u b u t o
kudromaŝino	k u d r o m a ʃ i n o
kudzuo	k u d z u o
kuirado	k u i r a d o
kuiranto	k u i r a n t o
kuirato	k u i r a t o
kuirejo	k u i r e j o
kuiristo	k u i r i s t o
kuirlibro	k u i r l i b r o
kuirpoto	k u i r p o t o
kuirsalo	k u i r s a l o
kuketo	k u k e t o
kuko	k u k o
kukolo	k u k o l o
kulero	k u l e r o
kulo	k u l o
kulpiga	k u l p i ɡ a
kulpigi	k u l p i ɡ i
kulti	k u l t i
kultivebla	k u l t i v e b l a
kulvualo	k u l v u a l o
kumino	k u m i n o
kun	k u n
kuna	k u n a
kunekzistado	k u n e k z i s t a d o
kunfandiĝi	k u n f a n d i d͡ʒ i
kunfuĝi	k u n f u d͡ʒ i
kunhavi	k u n h a v i
kunhavigi	k u n h a v i ɡ i
kuniklaĵo	k u n i k l a ʒ o
kuniklejo	k u n i k l e j o
kuniklino	k u n i k l i n o
kuniri	k u n i r i
kunkulpulo	k u n k u l p u l o
kunlaborado	k u n l a b o r a d o
kunlaboraĵo	k u n l a b o r a ʒ o
kunlabori	k u n l a b o r i
kunlaboro	k u n l a b o r o
kunlaboronto	k u n l a b o r o n t o
kunlandano	k u n l a n d a n o
kunligi	k u n l i ɡ i
kunpremi	k u n p r e m i
kunpreni	k u n p r e n i
kunsidi	k u n s i d i
kuntiri	k u n t i r i
kunularo	k u n u l a r o
kunvenejo	k u n v e n e j o
kunveni	k u n v e n i
kupeo	k u p e o
kupolo	k u p o l o
kupono	k u p o n o
kuracilo	k u r a t͡s i l o
kuradi	k u r a d i
kurado	k u r a d o
kuraĝigi	k u r a d͡ʒ i ɡ i
kuraĝulo	k u r a d͡ʒ u l o
kurbo	k u r b o
kuregi	k u r e ɡ i
kurejo	k u r e j o
kuri	k u r i
kuriero	k u r i e r o
kuristino	k u r i s t i n o
kuro	k u r o
kursivo	k u r s i v o
kursoro	k u r s o r o
kurteno	k u r t e n o
kusenego	k u s e n e ɡ o
kuseno	k u s e n o
kuskuso	k u s k u s o
kuspi	k u s p i
kutimeco	k u t i m e t͡s o
kutimiĝi	k u t i m i d͡ʒ i
kuvo	k u v o
kuzino	k u z i n o
kuziĉo	k u z i t͡ʃ o
kuzo	k u z o
kuŝigas	k u ʃ i ɡ a s
kuŝigi	k u ʃ i ɡ i
kuŝigis	k u ʃ i ɡ i s
kuŝiĝas	k u ʃ i d͡ʒ a s
kuŝiĝi	k u ʃ i d͡ʒ i
kuŝiĝis	k u ʃ i d͡ʒ i s
kvadrate	k v a d r a t e
kvadraturo	k v a d r a t u r o
kvadriliono	k v a d r i l i o n o
kvadrilo	k v a d r i l o
kvaki	k v a k i
kvalita	k v a l i t a
kvalito	k v a l i t o
kvantummekaniko	k v a n t u m m e k a n i k o
kvantummeĥaniko	k v a n t u m m e x a n i k o
kvarangulo	k v a r a n ɡ u l o
kvaranteni	k v a r a n t e n i
kvardimensia	k v a r d i m e n s i a
kvarlatero	k v a r l a t e r o
kvarobla	k v a r o b l a
kvasto	k v a s t o
kverelema	k v e r e l e m a
kverelo	k v e r e l o
kvestoro	k v e s t o r o
kvietigi	k v i e t i ɡ i
kvin	k v i n
kvindek	k v i n d e k
kviniliono	k v i n i l i o n o
kvinjara	k v i n j a r a
kvino	k v i n o
kvinona	k v i n o n a
kvinono	k v i n o n o
kvinpinta	k v i n p i n t a
kvinslando	k v i n s l a n d o
kvintesenco	k v i n t e s e n t͡s o
kvintiliono	k v i n t i l i o n o
kvinto	k v i n t o
kvinzo	k v i n z o
kvira	k v i r a
kvita	k v i t a
kvociento	k v o t͡s i e n t o
kvodlibeto	k v o d l i b e t o
la	l a
laadano	l a a d a n o
labiodentalo	l a b i o d e n t a l o
laborabelo	l a b o r a b e l o
laborado	l a b o r a d o
laboratorio	l a b o r a t o r i o
laborejo	l a b o r e j o
laborema	l a b o r e m a
laborilo	l a b o r i l o
laboristino	l a b o r i s t i n o
laboristo	l a b o r i s t o
labormerkato	l a b o r m e r k a t o
labornekapablo	l a b o r n e k a p a b l o
laboro	l a b o r o
laborulo	l a b o r u l o
lacajn	l a t͡s a j n
laceco	l a t͡s e t͡s o
lacega	l a t͡s e ɡ a
lacegaj	l a t͡s e ɡ a j
lacegajn	l a t͡s e ɡ a j n
laciga	l a t͡s i ɡ a
lacigi	l a t͡s i ɡ i
laciĝantaj	l a t͡s i d͡ʒ a n t a j
laciĝantajn	l a t͡s i d͡ʒ a n t a j n
laciĝantoj	l a t͡s i d͡ʒ a n t o j
laciĝantojn	l a t͡s i d͡ʒ a n t o j n
laciĝi	l a t͡s i d͡ʒ i
laciĝintaj	l a t͡s i d͡ʒ i n t a j
laciĝintajn	l a t͡s i d͡ʒ i n t a j n
laciĝintoj	l a t͡s i d͡ʒ i n t o j
laciĝintojn	l a t͡s i d͡ʒ i n t o j n
laciĝontaj	l a t͡s i d͡ʒ o n t a j
laciĝontajn	l a t͡s i d͡ʒ o n t a j n
laciĝontoj	l a t͡s i d͡ʒ o n t o j
laciĝontojn	l a t͡s i d͡ʒ o n t o j n
ladaĵo	l a d a ʒ o
ladskatolo	l a d s k a t o l o
laerto	l a e r t o
lafo	l a f o
lafofluaĵo	l a f o f l u a ʒ o
lageto	l a ɡ e t o
lago	l a ɡ o
laharo	l a h a r o
laika	l a i k a
laiko	l a i k o
lakeo	l a k e o
laksigilo	l a k s i ɡ i l o
lakso	l a k s o
laktacido	l a k t a t͡s i d o
laktoglando	l a k t o ɡ l a n d o
laktosuko	l a k t o s u k o
laktuko	l a k t u k o
lalai	l a l a i
lamao	l a m a o
lameno	l a m e n o
lamo	l a m o
lampiro	l a m p i r o
lanceto	l a n t͡s e t o
lanco	l a n t͡s o
landkarto	l a n d k a r t o
lando	l a n d o
landokodo	l a n d o k o d o
langeto	l a n ɡ e t o
lango	l a n ɡ o
lantano	l a n t a n o
lapfermilo	l a p f e r m i l o
lapiso	l a p i s o
lariko	l a r i k o
larvo	l a r v o
lasero	l a s e r o
lasta	l a s t a
latero	l a t e r o
latia	l a t i a
latina	l a t i n a
latinameriko	l a t i n a m e r i k o
latino	l a t i n o
latio	l a t i o
latuna	l a t u n a
lavangi	l a v a n ɡ i
lavango	l a v a n ɡ o
lavendo	l a v e n d o
lavi	l a v i
lavmaŝino	l a v m a ʃ i n o
lavotabulo	l a v o t a b u l o
lavujo	l a v u j o
lazura	l a z u r a
lazurito	l a z u r i t o
laĉo	l a t͡ʃ o
laĉojn	l a t͡ʃ o j n
laŭ	l a w
laŭbo	l a w b o
laŭdebla	l a w d e b l a
laŭdinda	l a w d i n d a
laŭgramatika	l a w ɡ r a m a t i k a
laŭlitere	l a w l i t e r e
laŭrencio	l a w r e n t͡s i o
laŭta	l a w t a
laŭteco	l a w t e t͡s o
laŭtema	l a w t e m a
laŭtparolilo	l a w t p a r o l i l o
leciono	l e t͡s i o n o
legado	l e ɡ a d o
legebla	l e ɡ e b l a
legendo	l e ɡ e n d o
legi	l e ɡ i
legion	l e ɡ i o n
legosigno	l e ɡ o s i ɡ n o
lekado	l e k a d o
leksikono	l e k s i k o n o
lemuro	l e m u r o
leono	l e o n o
leontodono	l e o n t o d o n o
leopardo	l e o p a r d o
lepro	l e p r o
lernantino	l e r n a n t i n o
lernaĵo	l e r n a ʒ o
lernejo	l e r n e j o
lerni	l e r n i
lernigi	l e r n i ɡ i
lerno	l e r n o
lernolibro	l e r n o l i b r o
lesbanino	l e s b a n i n o
lesbo	l e s b o
lesivo	l e s i v o
letargio	l e t a r ɡ i o
leterbloko	l e t e r b l o k o
leterkesto	l e t e r k e s t o
letero	l e t e r o
leterpapero	l e t e r p a p e r o
levjatano	l e v j a t a n o
levstango	l e v s t a n ɡ o
leĝa	l e d͡ʒ a
leŭkocito	l e w k o t͡s i t o
li	l i
lia	l i a
liano	l i a n o
libano	l i b a n o
liberala	l i b e r a l a
libereco	l i b e r e t͡s o
liberfala	l i b e r f a l a
liberigi	l i b e r i ɡ i
liberiĝi	l i b e r i d͡ʒ i
liberpensulo	l i b e r p e n s u l o
liberulo	l i b e r u l o
libia	l i b i a
libraro	l i b r a r o
librejo	l i b r e j o
libreto	l i b r e t o
librevilo	l i b r e v i l o
libro	l i b r o
librobreto	l i b r o b r e t o
librovendejo	l i b r o v e n d e j o
libroŝranko	l i b r o ʃ r a n k o
licenco	l i t͡s e n t͡s o
liceo	l i t͡s e o
lieno	l i e n o
ligi	l i ɡ i
ligilo	l i ɡ i l o
ligiĝi	l i ɡ i d͡ʒ i
lignofajro	l i ɡ n o f a j r o
likeno	l i k e n o
liki	l i k i
likvoro	l i k v o r o
lilio	l i l i o
liliputo	l i l i p u t o
lilongvo	l i l o n ɡ v o
limdato	l i m d a t o
limekolora	l i m e k o l o r a
limeo	l i m e o
limfrekvenco	l i m f r e k v e n t͡s o
limigi	l i m i ɡ i
limo	l i m o
limonado	l i m o n a d o
linda	l i n d a
lingvano	l i n ɡ v a n o
lingvaro	l i n ɡ v a r o
lingvaĵo	l i n ɡ v a ʒ o
lingviko	l i n ɡ v i k o
lingvistika	l i n ɡ v i s t i k a
lingvistiko	l i n ɡ v i s t i k o
lingvo	l i n ɡ v o
lingvoscienca	l i n ɡ v o s t͡s i e n t͡s a
linio	l i n i o
linoleo	l i n o l e o
linoleumo	l i n o l e u m o
lipangulo	l i p a n ɡ u l o
lipharoj	l i p h a r o j
lipo	l i p o
lipobalzamo	l i p o b a l z a m o
lipogramo	l i p o ɡ r a m o
lipruĝo	l i p r u d͡ʒ o
liriko	l i r i k o
lirli	l i r l i
liro	l i r o
litanio	l i t a n i o
literaturaĵo	l i t e r a t u r a ʒ o
literaturo	l i t e r a t u r o
litero	l i t e r o
literumi	l i t e r u m i
litio	l i t i o
litotuko	l i t o t u k o
litovio	l i t o v i o
litovujo	l i t o v u j o
litroj	l i t r o j
litrojn	l i t r o j n
liturgia	l i t u r ɡ i a
liturgio	l i t u r ɡ i o
liva	l i v a
live	l i v e
livermorio	l i v e r m o r i o
livero	l i v e r o
livreo	l i v r e o
livulo	l i v u l o
lizino	l i z i n o
liĥtenŝtejnano	l i x t e n ʃ t e j n a n o
liĥtenŝtejno	l i x t e n ʃ t e j n o
ljubljano	l j u b l j a n o
lo	l o
logaritmo	l o ɡ a r i t m o
logiko	l o ɡ i k o
logogrifo	l o ɡ o ɡ r i f o
lojala	l o j a l a
loko	l o k o
lokomobilo	l o k o m o b i l o
lombardejo	l o m b a r d e j o
lomeo	l o m e o
londonano	l o n d o n a n o
londono	l o n d o n o
longigi	l o n ɡ i ɡ i
longiĝi	l o n ɡ i d͡ʒ i
longo	l o n ɡ o
loreno	l o r e n o
lorneto	l o r n e t o
lotumi	l o t u m i
lotuso	l o t u s o
loveno	l o v e n o
loĝejo	l o d͡ʒ e j o
loĝi	l o d͡ʒ i
loĝio	l o d͡ʒ i o
loĝloko	l o d͡ʒ l o k o
loĵbanujo	l o ʒ b a n u j o
lubrikado	l u b r i k a d o
lubrikaĵo	l u b r i k a ʒ o
lubriki	l u b r i k i
lucerno	l u t͡s e r n o
luciferino	l u t͡s i f e r i n o
ludeco	l u d e t͡s o
ludejo	l u d e j o
ludistino	l u d i s t i n o
ludkartaro	l u d k a r t a r o
ludo	l u d o
ludoni	l u d o n i
ludoteorio	l u d o t e o r i o
lui	l u i
luigi	l u i ɡ i
luko	l u k o
lukri	l u k r i
lukro	l u k r o
luksa	l u k s a
luksaĵo	l u k s a ʒ o
luksemburgio	l u k s e m b u r ɡ i o
luksemburgo	l u k s e m b u r ɡ o
lukso	l u k s o
lulilo	l u l i l o
lulkanto	l u l k a n t o
lumbaĵo	l u m b a ʒ o
lumbo	l u m b o
lumbriko	l u m b r i k o
lumglavo	l u m ɡ l a v o
lumi	l u m i
lumigi	l u m i ɡ i
lumiĝi	l u m i d͡ʒ i
lumjaro	l u m j a r o
lumo	l u m o
lumrapideco	l u m r a p i d e t͡s o
luna	l u n a
lunatika	l u n a t i k a
lundo	l u n d o
lunlumo	l u n l u m o
luno	l u n o
lunĉi	l u n t͡ʃ i
lupfantomo	l u p f a n t o m o
lupfiŝo	l u p f i ʃ o
lupido	l u p i d o
lupo	l u p o
lupolo	l u p o l o
lustro	l u s t r o
lutecio	l u t e t͡s i o
luteino	l u t e i n o
luterana	l u t e r a n a
luterano	l u t e r a n o
luti	l u t i
lutreolo	l u t r e o l o
lutro	l u t r o
madagaskaro	m a d a ɡ a s k a r o
mafino	m a f i n o
magazeno	m a ɡ a z e n o
magia	m a ɡ i a
magiaĵo	m a ɡ i a ʒ o
magiistino	m a ɡ i i s t i n o
magio	m a ɡ i o
magistrato	m a ɡ i s t r a t o
magneta	m a ɡ n e t a
magnetigi	m a ɡ n e t i ɡ i
magnetismo	m a ɡ n e t i s m o
magneto	m a ɡ n e t o
magnetofono	m a ɡ n e t o f o n o
magnezio	m a ɡ n e z i o
magrebo	m a ɡ r e b o
mahagono	m a h a ɡ o n o
mahometano	m a h o m e t a n o
mahometo	m a h o m e t o
maizpano	m a i z p a n o
majno	m a j n o
majonezo	m a j o n e z o
majuskleto	m a j u s k l e t o
makadamo	m a k a d a m o
makajro	m a k a j r o
makaronioj	m a k a r o n i o j
makedonio	m a k e d o n i o
makleristo	m a k l e r i s t o
makzelo	m a k z e l o
mala	m a l a
malabo	m a l a b o
malaboni	m a l a b o n i
malabunda	m a l a b u n d a
malagrablaĵo	m a l a ɡ r a b l a ʒ o
malagrableco	m a l a ɡ r a b l e t͡s o
malajio	m a l a j i o
malajzio	m a l a j z i o
malakito	m a l a k i t o
malaktivigi	m a l a k t i v i ɡ i
malalta	m a l a l t a
malaltaĵo	m a l a l t a ʒ o
malalte	m a l a l t e
malalteco	m a l a l t e t͡s o
malaltejo	m a l a l t e j o
malaltigi	m a l a l t i ɡ i
malaltiĝi	m a l a l t i d͡ʒ i
malaltiĝo	m a l a l t i d͡ʒ o
malama	m a l a m a
malamegi	m a l a m e ɡ i
malamikaĵo	m a l a m i k a ʒ o
malamikema	m a l a m i k e m a
malamiki	m a l a m i k i
malamikigi	m a l a m i k i ɡ i
malamikino	m a l a m i k i n o
malamikiĝi	m a l a m i k i d͡ʒ i
malamo	m a l a m o
malantaŭ	m a l a n t a w
malantaŭa	m a l a n t a w a
malantaŭaĵo	m a l a n t a w a ʒ o
malantaŭiĝi	m a l a n t a w i d͡ʒ i
malantaŭulo	m a l a n t a w u l o
malaperantaj	m a l a p e r a n t a j
malaperantojn	m a l a p e r a n t o j n
malaperigi	m a l a p e r i ɡ i
malaperintaj	m a l a p e r i n t a j
malaperintajn	m a l a p e r i n t a j n
malaperintoj	m a l a p e r i n t o j
malaperintojn	m a l a p e r i n t o j n
malapero	m a l a p e r o
malaperontaj	m a l a p e r o n t a j
malaperontajn	m a l a p e r o n t a j n
malario	m a l a r i o
malavantaĝo	m a l a v a n t a d͡ʒ o
malavara	m a l a v a r a
malavio	m a l a v i o
malaĥi	m a l a x i
malbato	m a l b a t o
malbeleco	m a l b e l e t͡s o
malbelega	m a l b e l e ɡ a
malbelo	m a l b e l o
malbelulo	m a l b e l u l o
malbeni	m a l b e n i
malbeno	m a l b e n o
malboneco	m a l b o n e t͡s o
malbonherbo	m a l b o n h e r b o
malbonintenca	m a l b o n i n t e n t͡s a
malbonodora	m a l b o n o d o r a
malbonulo	m a l b o n u l o
malcerteco	m a l t͡s e r t e t͡s o
maldekstregulo	m a l d e k s t r e ɡ u l o
maldeno	m a l d e n o
maldika	m a l d i k a
maldungi	m a l d u n ɡ i
male	m a l e
malebligi	m a l e b l i ɡ i
malegaleco	m a l e ɡ a l e t͡s o
maleolo	m a l e o l o
malesperi	m a l e s p e r i
malespero	m a l e s p e r o
malfacilaĵo	m a l f a t͡s i l a ʒ o
malfacileco	m a l f a t͡s i l e t͡s o
malfacilo	m a l f a t͡s i l o
malfari	m a l f a r i
malfavora	m a l f a v o r a
malfavoro	m a l f a v o r o
malfeliĉeco	m a l f e l i t͡ʃ e t͡s o
malfeliĉego	m a l f e l i t͡ʃ e ɡ o
malfeliĉo	m a l f e l i t͡ʃ o
malfeliĉulo	m a l f e l i t͡ʃ u l o
malfermiĝi	m a l f e r m i d͡ʒ i
malfidelo	m a l f i d e l o
malfidinda	m a l f i d i n d a
malforteco	m a l f o r t e t͡s o
malfortulo	m a l f o r t u l o
malfreŝa	m a l f r e ʃ a
malfrua	m a l f r u a
malgaja	m a l ɡ a j a
malgajeco	m a l ɡ a j e t͡s o
malgejo	m a l ɡ e j o
malgracia	m a l ɡ r a t͡s i a
malgracieco	m a l ɡ r a t͡s i e t͡s o
malgrandega	m a l ɡ r a n d e ɡ a
malgraŭ	m a l ɡ r a w
malhejtilo	m a l h e j t i l o
malhelo	m a l h e l o
malhelverda	m a l h e l v e r d a
malhonorigi	m a l h o n o r i ɡ i
malhumilulo	m a l h u m i l u l o
malina	m a l i n a
malinda	m a l i n d a
maljuna	m a l j u n a
maljuniĝi	m a l j u n i d͡ʒ i
maljunulejo	m a l j u n u l e j o
maljunulino	m a l j u n u l i n o
maljunulo	m a l j u n u l o
malklera	m a l k l e r a
malkompliki	m a l k o m p l i k i
malkontentiga	m a l k o n t e n t i ɡ a
malkredeco	m a l k r e d e t͡s o
malkrokodili	m a l k r o k o d i l i
malkruda	m a l k r u d a
malkuraĝeco	m a l k u r a d͡ʒ e t͡s o
malkuraĝulo	m a l k u r a d͡ʒ u l o
malkuspi	m a l k u s p i
mallaborema	m a l l a b o r e m a
mallakso	m a l l a k s o
mallerni	m a l l e r n i
mallevi	m a l l e v i
malleviĝi	m a l l e v i d͡ʒ i
malliberigi	m a l l i b e r i ɡ i
malliberulo	m a l l i b e r u l o
malligi	m a l l i ɡ i
mallonga	m a l l o n ɡ a
mallongigi	m a l l o n ɡ i ɡ i
malmo	m a l m o
malmorala	m a l m o r a l a
malmortulo	m a l m o r t u l o
malnomadiĝi	m a l n o m a d i d͡ʒ i
malnova	m a l n o v a
malnovega	m a l n o v e ɡ a
malo	m a l o
malobstrukci	m a l o b s t r u k t͡s i
malpaciĝi	m a l p a t͡s i d͡ʒ i
malpermesebla	m a l p e r m e s e b l a
malpeziĝo	m a l p e z i d͡ʒ o
malpia	m a l p i a
malplaĉi	m a l p l a t͡ʃ i
malplaĉo	m a l p l a t͡ʃ o
malpli	m a l p l i
malplifortiĝi	m a l p l i f o r t i d͡ʒ i
malplifortiĝo	m a l p l i f o r t i d͡ʒ o
malpliiĝi	m a l p l i i d͡ʒ i
malpliverdigi	m a l p l i v e r d i ɡ i
malpliverdiĝi	m a l p l i v e r d i d͡ʒ i
malpopulara	m a l p o p u l a r a
malprofunda	m a l p r o f u n d a
malpublika	m a l p u b l i k a
malpurega	m a l p u r e ɡ a
malpurigi	m a l p u r i ɡ i
malracia	m a l r a t͡s i a
malrapida	m a l r a p i d a
malrespektema	m a l r e s p e k t e m a
malrespektinda	m a l r e s p e k t i n d a
malriĉulo	m a l r i t͡ʃ u l o
malsama	m a l s a m a
malsana	m a l s a n a
